,Place,Year,median_age,n_pop_under_14,n_pop_under_18,n_pop_18-65,n_pop_65-85,n_pop_over_85,n_families,median_family_income,n_households,n_houses,n_occupied_houses,house_vacancy_rate,n_people_below_poverty,n_households_below_poverty,n_people_under_18_below_poverty,n_people_18-64_below_poverty,n_people_65_plus_below_poverty,n_population_native,n_population_non_native,n_population_white,n_population_black,n_population_asian,n_population_male,n_population_female,n_total_population(ACS),p_pop_under_14,p_pop_under_18,p_pop_18_65,p_pop_65_85,p_pop_over_85,p_families,p_households,p_occupied_houses,p_people_below_poverty,p_households_below_poverty,p_people_under_18_below_poverty,p_people_18_64_below_poverty,p_people_65_plus_below_poverty,p_population_native,p_population_non_native,p_population_white,p_population_black,p_population_asian,ratio_male_over_female
5834,Red Devil,2018,42.8,1,1,12,8,0,,,8,25,8,68.0,0.0,0.0,0.0,0.0,0.0,12,9,5,0,0,8,13,21,4.761904761904762,4.761904761904762,57.14285714285714,38.095238095238095,0.0,,32.0,32.0,0.0,0.0,0.0,0.0,0.0,57.14285714285714,42.857142857142854,23.809523809523807,0.0,0.0,0.6153846153846154
5835,Red Dog Mine,2018,34.7,0,0,82,0,0,,,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,82,32,16,18,64,18,82,0.0,0.0,100.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,100.0,39.02439024390244,19.51219512195122,21.951219512195124,3.5555555555555554
5836,Ridgeway,2018,41.3,583,672,1533,388,24,,,877,993,877,11.681772406847935,276.0,36.0,142.0,122.0,12.0,135,2482,2142,0,0,1333,1284,2617,22.277416889568208,25.678257546809323,58.57852502865877,14.826136797860146,0.9170806266717615,,88.31822759315206,88.31822759315206,10.546427206725257,4.104903078677309,5.42606037447459,4.661826518914788,0.45854031333588074,5.158578525028658,94.84142147497134,81.84944593045472,0.0,0.0,1.0381619937694704
5837,Ruby,2018,29.3,76,83,101,21,2,,,69,116,69,40.51724137931034,82.0,17.0,41.0,37.0,4.0,175,32,25,0,0,94,113,207,36.71497584541063,40.09661835748793,48.792270531400966,10.144927536231885,0.966183574879227,,59.48275862068966,59.48275862068966,39.61352657004831,24.637681159420293,19.806763285024154,17.874396135265698,1.932367149758454,84.54106280193237,15.458937198067632,12.077294685990339,0.0,0.0,0.831858407079646
5838,Russian Mission,2018,21.7,112,134,168,16,0,,,50,54,50,7.4074074074074066,130.0,19.0,65.0,61.0,4.0,146,172,5,0,0,158,160,318,35.22012578616352,42.138364779874216,52.83018867924528,5.031446540880504,0.0,,92.5925925925926,92.5925925925926,40.88050314465409,38.0,20.440251572327046,19.18238993710692,1.257861635220126,45.911949685534594,54.088050314465406,1.5723270440251573,0.0,0.0,0.9875
5839,Salamatof,2018,41.5,127,145,759,96,15,,,239,320,239,25.3125,136.0,23.0,51.0,77.0,8.0,189,826,691,43,14,688,327,1015,12.51231527093596,14.285714285714285,74.77832512315271,9.458128078817735,1.477832512315271,,74.6875,74.6875,13.399014778325121,9.623430962343097,5.024630541871921,7.586206896551724,0.7881773399014778,18.620689655172416,81.37931034482759,68.07881773399015,4.236453201970444,1.3793103448275863,2.1039755351681957
5840,Salcha,2018,34.1,197,258,618,119,0,,,347,480,347,27.708333333333336,62.0,11.0,36.0,26.0,0.0,39,956,936,0,0,529,466,995,19.798994974874372,25.92964824120603,62.11055276381909,11.959798994974873,0.0,,72.29166666666667,72.29166666666667,6.231155778894473,3.170028818443804,3.618090452261306,2.613065326633166,0.0,3.919597989949749,96.08040201005025,94.07035175879398,0.0,0.0,1.1351931330472103
5841,Sand Point,2018,39.4,225,287,957,120,8,,,421,500,421,15.8,227.0,35.0,67.0,158.0,2.0,601,771,237,6,308,710,662,1372,16.399416909620992,20.918367346938776,69.75218658892129,8.746355685131196,0.5830903790087464,,84.2,84.2,16.545189504373177,8.31353919239905,4.88338192419825,11.51603498542274,0.1457725947521866,43.80466472303207,56.19533527696793,17.27405247813411,0.43731778425655976,22.448979591836736,1.0725075528700907
5842,Savoonga,2018,23.7,291,361,496,57,7,,,211,253,211,16.600790513833992,368.0,78.0,147.0,194.0,27.0,881,40,27,3,0,496,425,921,31.596091205211724,39.19652551574376,53.85450597176982,6.188925081433225,0.760043431053203,,83.399209486166,83.399209486166,39.95656894679696,36.96682464454976,15.960912052117262,21.064060803474487,2.9315960912052117,95.65689467969598,4.3431053203040175,2.9315960912052117,0.32573289902280134,0.0,1.1670588235294117
5843,Saxman,2018,47.2,60,70,242,46,2,,,118,136,118,13.23529411764706,58.0,14.0,13.0,39.0,6.0,264,96,49,0,1,200,160,360,16.666666666666664,19.444444444444446,67.22222222222223,12.777777777777777,0.5555555555555556,,86.76470588235294,86.76470588235294,16.11111111111111,11.864406779661017,3.6111111111111107,10.833333333333334,1.6666666666666667,73.33333333333333,26.666666666666668,13.61111111111111,0.0,0.2777777777777778,1.25
5844,Scammon Bay,2018,18.3,237,287,250,46,2,,,119,123,119,3.2520325203252036,325.0,54.0,174.0,135.0,16.0,581,4,3,0,0,305,280,585,40.51282051282051,49.059829059829056,42.73504273504273,7.863247863247863,0.3418803418803419,,96.7479674796748,96.7479674796748,55.55555555555556,45.378151260504204,29.743589743589745,23.076923076923077,2.735042735042735,99.31623931623932,0.6837606837606838,0.5128205128205128,0.0,0.0,1.0892857142857142
5845,Selawik,2018,24.0,304,362,430,40,7,,,175,206,175,15.048543689320388,391.0,61.0,186.0,194.0,11.0,806,33,17,0,0,466,373,839,36.23361144219309,43.146603098927294,51.25148986889154,4.767580452920143,0.834326579261025,,84.9514563106796,84.9514563106796,46.603098927294404,34.85714285714286,22.169249106078663,23.12276519666269,1.3110846245530394,96.06674612634089,3.9332538736591176,2.026221692491061,0.0,0.0,1.2493297587131367
5846,Seldovia Village,2018,54.9,21,27,102,32,3,,,77,211,77,63.507109004739334,12.0,4.0,4.0,6.0,2.0,38,126,96,0,0,92,72,164,12.804878048780488,16.463414634146343,62.19512195121951,19.51219512195122,1.8292682926829267,,36.492890995260666,36.492890995260666,7.317073170731707,5.194805194805195,2.4390243902439024,3.6585365853658534,1.2195121951219512,23.170731707317074,76.82926829268293,58.536585365853654,0.0,0.0,1.2777777777777777
5847,Seldovia,2018,51.8,27,39,122,65,3,,,108,216,108,50.0,17.0,2.0,6.0,11.0,0.0,19,210,187,0,1,118,111,229,11.790393013100436,17.03056768558952,53.275109170305676,28.38427947598253,1.3100436681222707,,50.0,50.0,7.423580786026202,1.8518518518518516,2.6200873362445414,4.8034934497816595,0.0,8.296943231441048,91.70305676855895,81.6593886462882,0.0,0.43668122270742354,1.063063063063063
5848,Seward,2018,37.6,421,514,1934,293,29,,,845,1123,845,24.75512021371327,269.0,42.0,144.0,78.0,47.0,314,2456,1959,66,205,1657,1113,2770,15.1985559566787,18.555956678700362,69.81949458483754,10.577617328519857,1.0469314079422383,,75.24487978628673,75.24487978628673,9.711191335740073,4.970414201183432,5.1985559566787005,2.815884476534296,1.696750902527076,11.335740072202166,88.66425992779784,70.72202166064982,2.382671480144404,7.400722021660649,1.4887690925426775
5849,Shageluk,2018,29.5,18,18,55,0,2,,,26,49,26,46.93877551020408,33.0,3.0,14.0,19.0,0.0,58,17,9,0,2,52,23,75,24.0,24.0,73.33333333333333,0.0,2.666666666666667,,53.06122448979592,53.06122448979592,44.0,11.538461538461538,18.666666666666668,25.333333333333336,0.0,77.33333333333333,22.666666666666664,12.0,0.0,2.666666666666667,2.260869565217391
5850,Shaktoolik,2018,26.0,98,117,160,17,0,,,71,80,71,11.25,45.0,9.0,19.0,26.0,0.0,290,4,1,0,0,145,149,294,33.33333333333333,39.795918367346935,54.421768707483,5.782312925170068,0.0,,88.75,88.75,15.306122448979592,12.676056338028168,6.462585034013606,8.843537414965986,0.0,98.63945578231292,1.3605442176870748,0.3401360544217687,0.0,0.0,0.9731543624161074
5851,Shishmaref,2018,27.7,175,198,270,55,2,,,138,147,138,6.122448979591836,216.0,47.0,92.0,121.0,3.0,470,55,37,2,1,276,249,525,33.33333333333333,37.714285714285715,51.42857142857142,10.476190476190476,0.38095238095238093,,93.87755102040816,93.87755102040816,41.14285714285714,34.05797101449276,17.523809523809526,23.047619047619047,0.5714285714285714,89.52380952380953,10.476190476190476,7.0476190476190474,0.38095238095238093,0.19047619047619047,1.108433734939759
5852,Shungnak,2018,25.2,112,125,144,19,0,,,62,79,62,21.518987341772153,83.0,11.0,47.0,35.0,1.0,248,40,32,0,1,148,140,288,38.88888888888889,43.40277777777778,50.0,6.597222222222222,0.0,,78.48101265822784,78.48101265822784,28.819444444444443,17.741935483870968,16.319444444444446,12.152777777777777,0.3472222222222222,86.11111111111111,13.88888888888889,11.11111111111111,0.0,0.3472222222222222,1.0571428571428572
5853,Silver Springs,2018,26.3,41,44,73,1,2,,,40,77,40,48.05194805194805,7.0,0.0,0.0,5.0,2.0,0,120,118,0,0,57,63,120,34.166666666666664,36.666666666666664,60.83333333333333,0.8333333333333334,1.6666666666666667,,51.94805194805194,51.94805194805194,5.833333333333333,0.0,0.0,4.166666666666666,1.6666666666666667,0.0,100.0,98.33333333333333,0.0,0.0,0.9047619047619048
5918,Skwentna,2018,60.2,5,5,28,9,0,,,22,323,22,93.18885448916409,24.0,9.0,5.0,19.0,0.0,0,42,42,0,0,24,18,42,11.904761904761903,11.904761904761903,66.66666666666666,21.428571428571427,0.0,,6.811145510835913,6.811145510835913,57.14285714285714,40.909090909090914,11.904761904761903,45.23809523809524,0.0,0.0,100.0,100.0,0.0,0.0,1.3333333333333333
5919,Slana,2018,,0,0,0,0,0,,,0,215,0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0,,,,,,,,,,,
5920,Sleetmute,2018,28.4,22,24,54,5,0,,,30,57,30,47.368421052631575,22.0,4.0,9.0,13.0,0.0,67,16,14,0,0,38,45,83,26.506024096385545,28.915662650602407,65.06024096385542,6.024096385542169,0.0,,52.63157894736842,52.63157894736842,26.506024096385545,13.333333333333334,10.843373493975903,15.66265060240964,0.0,80.72289156626506,19.27710843373494,16.867469879518072,0.0,0.0,0.8444444444444444
5921,Soldotna,2018,41.2,631,856,2899,731,103,,,1827,2057,1827,11.18133203694701,312.0,79.0,71.0,158.0,83.0,216,4373,4173,0,16,2013,2576,4589,13.750272390499019,18.653301372848116,63.172804532577906,15.929396382654174,2.2444977119198084,,88.81866796305299,88.81866796305299,6.79886685552408,4.324028461959497,1.5471780344301589,3.4430159076051425,1.8086729134887773,4.706907823055132,95.29309217694487,90.93484419263456,0.0,0.3486598387448246,0.781444099378882
5922,South Naknek,2018,56.5,0,2,32,7,0,,,18,132,18,86.36363636363636,5.0,1.0,0.0,5.0,0.0,36,5,5,0,0,26,15,41,0.0,4.878048780487805,78.04878048780488,17.073170731707318,0.0,,13.636363636363635,13.636363636363635,12.195121951219512,5.555555555555555,0.0,12.195121951219512,0.0,87.8048780487805,12.195121951219512,12.195121951219512,0.0,0.0,1.7333333333333334
5923,South Van Horn,2018,34.8,119,155,370,18,9,,,187,255,187,26.666666666666668,27.0,5.0,4.0,23.0,0.0,170,382,364,0,0,339,213,552,21.557971014492754,28.07971014492754,67.02898550724638,3.260869565217391,1.6304347826086956,,73.33333333333333,73.33333333333333,4.891304347826087,2.6737967914438503,0.7246376811594203,4.166666666666666,0.0,30.79710144927536,69.20289855072464,65.94202898550725,0.0,0.0,1.591549295774648
5924,Saint George,2018,36.5,13,16,47,15,0,,,27,47,27,42.5531914893617,2.0,0.0,0.0,2.0,0.0,68,10,8,0,0,44,34,78,16.666666666666664,20.51282051282051,60.256410256410255,19.230769230769234,0.0,,57.446808510638306,57.446808510638306,2.564102564102564,0.0,0.0,2.564102564102564,0.0,87.17948717948718,12.82051282051282,10.256410256410255,0.0,0.0,1.2941176470588236
5925,Saint Mary's,2018,24.6,205,236,364,36,4,,,167,223,167,25.112107623318387,200.0,36.0,107.0,93.0,0.0,596,44,12,0,0,344,296,640,32.03125,36.875,56.875,5.625,0.625,,74.88789237668162,74.88789237668162,31.25,21.55688622754491,16.71875,14.531250000000002,0.0,93.125,6.875000000000001,1.875,0.0,0.0,1.162162162162162
5926,Saint Michael,2018,19.9,186,221,235,12,0,,,108,125,108,13.600000000000001,122.0,26.0,50.0,70.0,2.0,455,13,6,0,0,250,218,468,39.743589743589745,47.22222222222222,50.21367521367522,2.564102564102564,0.0,,86.4,86.4,26.06837606837607,24.074074074074073,10.683760683760683,14.957264957264957,0.4273504273504274,97.22222222222221,2.7777777777777777,1.282051282051282,0.0,0.0,1.146788990825688
5927,Saint Paul,2018,38.7,70,77,297,51,0,,,126,185,126,31.891891891891895,65.0,13.0,16.0,49.0,0.0,341,84,53,9,0,259,166,425,16.470588235294116,18.11764705882353,69.88235294117648,12.0,0.0,,68.10810810810811,68.10810810810811,15.294117647058824,10.317460317460316,3.7647058823529407,11.529411764705882,0.0,80.23529411764706,19.76470588235294,12.470588235294118,2.1176470588235294,0.0,1.5602409638554218
5928,Stebbins,2018,25.0,150,177,256,38,2,,,112,121,112,7.43801652892562,150.0,30.0,53.0,88.0,9.0,425,48,26,7,1,267,206,473,31.712473572938688,37.420718816067655,54.12262156448203,8.0338266384778,0.42283298097251587,,92.56198347107438,92.56198347107438,31.712473572938688,26.785714285714285,11.20507399577167,18.6046511627907,1.9027484143763214,89.85200845665962,10.14799154334038,5.496828752642706,1.4799154334038054,0.21141649048625794,1.296116504854369
5929,Steele Creek,2018,35.6,1590,1916,4602,802,60,,,2690,2919,2690,7.845152449468997,122.0,0.0,5.0,117.0,0.0,134,7246,6343,37,33,4008,3372,7380,21.544715447154474,25.962059620596207,62.35772357723577,10.867208672086722,0.8130081300813009,,92.154847550531,92.154847550531,1.6531165311653118,0.0,0.06775067750677506,1.5853658536585367,0.0,1.8157181571815717,98.18428184281844,85.94850948509485,0.5013550135501356,0.4471544715447155,1.188612099644128
5930,Sterling,2018,43.7,961,1176,3303,781,61,,,1962,3280,1962,40.1829268292683,465.0,83.0,115.0,290.0,60.0,135,5186,4708,22,102,2771,2550,5321,18.0605149408006,22.10110881413268,62.07479797030633,14.677692163127231,1.1464010524337531,,59.8170731707317,59.8170731707317,8.738958842322871,4.230377166156982,2.161247885735764,5.450103364029317,1.12760759255779,2.537117083255027,97.46288291674497,88.47960909603458,0.41345611727118964,1.9169329073482428,1.0866666666666667
5931,Stevens Village,2018,25.8,2,2,4,5,0,,,7,46,7,84.78260869565217,9.0,2.0,2.0,4.0,3.0,11,0,0,0,0,7,4,11,18.181818181818183,18.181818181818183,36.36363636363637,45.45454545454545,0.0,,15.217391304347828,15.217391304347828,81.81818181818183,28.57142857142857,18.181818181818183,36.36363636363637,27.27272727272727,100.0,0.0,0.0,0.0,0.0,1.75
5932,Stony River,2018,16.8,17,21,20,0,0,,,10,19,10,47.368421052631575,23.0,3.0,16.0,7.0,0.0,41,0,0,0,0,28,13,41,41.46341463414634,51.21951219512195,48.78048780487805,0.0,0.0,,52.63157894736842,52.63157894736842,56.09756097560976,30.0,39.02439024390244,17.073170731707318,0.0,100.0,0.0,0.0,0.0,0.0,2.1538461538461537
5933,Sunrise,2018,,0,0,40,0,0,,,18,26,18,30.76923076923077,0.0,0.0,0.0,0.0,0.0,0,40,18,0,0,0,40,40,0.0,0.0,100.0,0.0,0.0,,69.23076923076923,69.23076923076923,0.0,0.0,0.0,0.0,0.0,0.0,100.0,45.0,0.0,0.0,0.0
5934,Susitna,2018,,0,0,0,0,0,,,0,117,0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0,,,,,,,,,,,
5935,Susitna North,2018,50.1,116,145,562,175,0,,,397,1335,397,70.2621722846442,107.0,9.0,30.0,77.0,0.0,37,845,765,0,0,490,392,882,13.151927437641723,16.439909297052154,63.718820861678005,19.841269841269842,0.0,,29.73782771535581,29.73782771535581,12.131519274376418,2.2670025188916876,3.4013605442176873,8.73015873015873,0.0,4.195011337868481,95.80498866213152,86.73469387755102,0.0,0.0,1.25
5936,Sutton-Alpine,2018,41.5,205,240,1156,179,11,,,375,460,375,18.478260869565215,193.0,38.0,62.0,95.0,36.0,231,1355,1065,24,49,1055,531,1586,12.925598991172762,15.132408575031524,72.88776796973518,11.28625472887768,0.6935687263556116,,81.52173913043478,81.52173913043478,12.168978562421186,10.133333333333333,3.909205548549811,5.989911727616646,2.269861286254729,14.564943253467844,85.43505674653215,67.15006305170239,1.5132408575031526,3.08953341740227,1.9868173258003767
5937,Takotna,2018,39.3,8,8,13,2,0,,,9,27,9,66.66666666666666,16.0,3.0,8.0,8.0,0.0,6,17,17,0,0,15,8,23,34.78260869565217,34.78260869565217,56.52173913043478,8.695652173913043,0.0,,33.33333333333333,33.33333333333333,69.56521739130434,33.33333333333333,34.78260869565217,34.78260869565217,0.0,26.08695652173913,73.91304347826086,73.91304347826086,0.0,0.0,1.875
5938,Talkeetna,2018,38.6,195,251,588,126,0,,,384,710,384,45.91549295774648,52.0,0.0,0.0,44.0,8.0,10,955,886,0,2,436,529,965,20.207253886010363,26.01036269430052,60.93264248704663,13.05699481865285,0.0,,54.08450704225351,54.08450704225351,5.3886010362694305,0.0,0.0,4.5595854922279795,0.8290155440414507,1.0362694300518136,98.96373056994818,91.81347150259067,0.0,0.20725388601036268,0.8241965973534972
5939,Tanacross,2018,43.5,20,22,92,27,0,,,44,88,44,50.0,32.0,3.0,5.0,25.0,2.0,131,10,10,0,0,76,65,141,14.184397163120568,15.602836879432624,65.24822695035462,19.148936170212767,0.0,,50.0,50.0,22.69503546099291,6.8181818181818175,3.546099290780142,17.73049645390071,1.4184397163120568,92.90780141843972,7.092198581560284,7.092198581560284,0.0,0.0,1.1692307692307693
5940,Tanaina,2018,30.3,2682,3015,6728,736,41,,,2797,3000,2797,6.766666666666667,821.0,124.0,357.0,456.0,8.0,560,9960,8840,29,62,5658,4862,10520,25.494296577946766,28.659695817490494,63.95437262357414,6.996197718631179,0.3897338403041825,,93.23333333333333,93.23333333333333,7.804182509505704,4.433321415802646,3.3935361216730042,4.334600760456274,0.07604562737642585,5.323193916349809,94.67680608365019,84.03041825095056,0.2756653992395437,0.5893536121673004,1.1637186343068695
5941,Tanana,2018,41.7,50,55,135,45,7,,,96,148,96,35.13513513513514,32.0,3.0,3.0,23.0,6.0,195,47,32,1,0,137,105,242,20.66115702479339,22.727272727272727,55.78512396694215,18.59504132231405,2.8925619834710745,,64.86486486486487,64.86486486486487,13.223140495867769,3.125,1.2396694214876034,9.50413223140496,2.479338842975207,80.57851239669421,19.421487603305785,13.223140495867769,0.4132231404958678,0.0,1.3047619047619048
5942,Tatitlek,2018,29.8,5,7,58,13,0,,,20,78,20,74.35897435897436,0.0,0.0,0.0,0.0,0.0,64,14,4,0,0,34,44,78,6.41025641025641,8.974358974358974,74.35897435897436,16.666666666666664,0.0,,25.64102564102564,25.64102564102564,0.0,0.0,0.0,0.0,0.0,82.05128205128204,17.94871794871795,5.128205128205128,0.0,0.0,0.7727272727272727
5943,Tazlina,2018,35.4,95,103,235,12,4,,,88,176,88,50.0,44.0,3.0,15.0,29.0,0.0,114,240,219,0,2,206,148,354,26.836158192090398,29.09604519774011,66.38418079096046,3.389830508474576,1.1299435028248588,,50.0,50.0,12.429378531073446,3.4090909090909087,4.23728813559322,8.192090395480225,0.0,32.20338983050847,67.79661016949152,61.86440677966102,0.0,0.5649717514124294,1.3918918918918919
5944,Teller,2018,29.0,55,63,108,11,0,,,59,76,59,22.36842105263158,71.0,17.0,22.0,49.0,0.0,171,11,0,2,0,105,77,182,30.21978021978022,34.61538461538461,59.34065934065934,6.043956043956044,0.0,,77.63157894736842,77.63157894736842,39.010989010989015,28.8135593220339,12.087912087912088,26.923076923076923,0.0,93.95604395604396,6.043956043956044,0.0,1.098901098901099,0.0,1.3636363636363635
5945,Tenakee Springs,2018,57.8,30,30,72,48,5,,,68,197,68,65.48223350253807,6.0,1.0,0.0,6.0,0.0,0,155,155,0,0,73,82,155,19.35483870967742,19.35483870967742,46.45161290322581,30.967741935483872,3.225806451612903,,34.51776649746193,34.51776649746193,3.870967741935484,1.4705882352941175,0.0,3.870967741935484,0.0,0.0,100.0,100.0,0.0,0.0,0.8902439024390244
5946,Tetlin,2018,36.5,41,46,87,11,0,,,38,73,38,47.94520547945205,73.0,6.0,36.0,33.0,4.0,121,23,21,0,0,99,45,144,28.47222222222222,31.944444444444443,60.416666666666664,7.638888888888889,0.0,,52.054794520547944,52.054794520547944,50.69444444444444,15.789473684210526,25.0,22.916666666666664,2.7777777777777777,84.02777777777779,15.972222222222221,14.583333333333334,0.0,0.0,2.2
5947,Thorne Bay,2018,52.7,95,121,345,142,6,,,292,449,292,34.96659242761693,41.0,14.0,3.0,30.0,8.0,13,601,574,0,0,318,296,614,15.472312703583063,19.706840390879478,56.188925081433226,23.12703583061889,0.9771986970684038,,65.03340757238307,65.03340757238307,6.677524429967427,4.794520547945205,0.4885993485342019,4.88599348534202,1.3029315960912053,2.1172638436482085,97.8827361563518,93.48534201954396,0.0,0.0,1.0743243243243243
5948,Togiak,2018,23.8,227,256,415,34,0,,,180,246,180,26.82926829268293,206.0,43.0,107.0,96.0,3.0,625,80,37,3,5,385,320,705,32.19858156028369,36.312056737588655,58.86524822695035,4.822695035460993,0.0,,73.17073170731707,73.17073170731707,29.219858156028366,23.88888888888889,15.177304964539006,13.617021276595745,0.425531914893617,88.65248226950354,11.347517730496454,5.24822695035461,0.425531914893617,0.7092198581560284,1.203125
5949,Tok,2018,40.4,272,297,671,188,4,,,439,735,439,40.27210884353741,213.0,50.0,67.0,125.0,21.0,236,924,856,0,11,533,627,1160,23.448275862068964,25.603448275862068,57.84482758620689,16.206896551724135,0.3448275862068966,,59.72789115646259,59.72789115646259,18.362068965517242,11.389521640091116,5.775862068965517,10.775862068965516,1.810344827586207,20.344827586206897,79.65517241379311,73.79310344827587,0.0,0.9482758620689655,0.8500797448165869
5950,Toksook Bay,2018,27.3,159,187,292,48,0,,,117,134,117,12.686567164179104,152.0,27.0,66.0,76.0,10.0,480,47,14,0,0,271,256,527,30.170777988614798,35.483870967741936,55.40796963946869,9.108159392789373,0.0,,87.31343283582089,87.31343283582089,28.842504743833018,23.076923076923077,12.523719165085389,14.421252371916509,1.8975332068311195,91.08159392789373,8.918406072106261,2.6565464895635675,0.0,0.0,1.05859375
5951,Tolsona,2018,,0,0,0,0,0,,,0,55,0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0,,,,,,,,,,,
5952,Tonsina,2018,,0,0,18,10,0,,,28,59,28,52.54237288135594,0.0,0.0,0.0,0.0,0.0,0,28,28,0,0,10,18,28,0.0,0.0,64.28571428571429,35.714285714285715,0.0,,47.45762711864407,47.45762711864407,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.5555555555555556
